tmin	tmax	tmean	tmedian	rain	hrm	hr
19.5	29.5	24.4	24.6	15	80	83
20.5	28.3	24.0	23.6	5	82	85
20.1	28.3	23.8	23.6	2	83	84
19.9	27.4	23.2	23.2	0	82	84
19.5	28.5	23.9	24.1	2	80	81
19.3	29.2	24.0	23.9	0	79	79
19.2	28.6	23.8	23.9	0	79	81
19.7	27.5	23.6	23.6	3	83	85
19.9	27.2	23.4	23.3	3	83	83
18.6	26.9	22.2	22.4	3	82	85
18.8	26.7	22.6	22.7	1	81	81
19.3	27.4	23.0	22.7	3	82	83
18.8	27.1	22.8	23.0	8	82	82
18.4	25.8	22.0	21.9	4	83	83
17.9	25.5	21.3	21.3	1	82	83
16.3	25.0	20.2	19.9	1	82	84
16.2	25.9	20.8	20.7	0	80	84
17.6	27.3	22.1	22.2	0	79	81
18.0	27.0	22.4	22.5	0	81	83
18.3	27.3	22.7	22.5	0	82	84
17.6	28.0	22.4	22.3	1	81	83
17.1	27.2	21.9	21.8	2	83	85
17.0	26.5	21.8	21.7	1	81	82
17.4	26.3	21.5	21.3	0	80	82
17.6	26.2	21.7	21.4	1	82	84
17.5	25.1	20.8	20.7	3	85	87
16.8	25.6	21.1	20.8	3	83	84
16.5	25.2	20.9	21.0	0	83	85
16.6	25.7	20.8	20.7	1	81	83
16.4	23.7	20.0	20.0	1	79	81
14.9	23.7	18.2	17.6	0	80	84
14.2	24.3	19.0	19.3	0	76	79
15.0	24.6	19.2	19.1	0	76	78
14.5	24.3	19.5	19.8	1	78	80
15.6	25.5	20.3	20.3	0	78	81
15.3	26.7	20.7	20.7	0	76	79
15.4	26.8	21.0	20.9	0	77	79
13.9	26.3	20.9	21.0	1	80	83
15.9	26.4	20.6	20.4	1	80	82
16.6	23.9	19.9	19.7	0	81	82
16.7	25.3	20.7	20.4	0	79	82
16.1	24.9	20.4	20.3	2	80	82
16.6	23.4	19.7	19.7	0	82	83
16.6	21.4	18.8	18.7	1	84	85
15.2	23.0	18.7	18.5	3	83	85
14.5	23.3	18.4	18.5	1	79	81
14.4	22.7	18.3	18.0	0	80	83
13.9	22.9	18.3	18.0	0	80	84
15.1	23.6	18.9	18.9	0	79	81
14.0	23.6	18.8	18.8	0	76	77
13.7	24.0	18.9	18.8	0	79	80
13.7	24.4	19.2	19.4	0	79	80
14.0	23.9	18.8	18.8	0	80	82
13.6	22.0	18.0	17.8	0	80	81
13.2	21.1	17.2	17.1	0	82	85
12.6	21.0	16.9	16.9	0	78	79
11.3	21.2	16.3	16.2	2	78	81
11.0	21.5	15.8	16.0	1	83	86
12.7	22.2	17.3	17.1	0	81	83
12.4	20.8	16.9	16.7	1	81	82
12.8	18.5	15.1	14.9	0	81	82
11.7	19.2	14.9	14.5	0	79	83
11.4	20.2	15.6	15.5	0	79	81
11.3	22.3	16.3	15.9	0	79	83
11.2	19.9	16.4	16.3	0	78	81
10.8	20.7	15.6	15.7	0	78	81
10.6	21.2	16.0	16.0	0	77	79
11.6	20.6	15.9	15.9	0	78	80
12.0	22.0	16.7	16.5	0	75	78
12.5	21.1	16.4	16.1	1	77	79
11.4	21.7	16.4	16.0	1	79	82
10.9	22.6	16.2	16.1	0	79	82
12.4	21.8	17.1	17.2	0	79	81
13.2	24.0	18.0	18.0	0	79	81
12.0	22.7	17.5	17.4	0	76	77
11.4	22.0	16.5	16.3	4	75	79
11.2	22.4	17.0	16.8	0	79	83
12.0	20.2	15.3	15.0	0	79	80
9.9	20.2	14.8	14.5	1	81	84
9.7	20.0	15.1	15.5	0	83	86
11.6	21.3	16.4	16.7	0	80	82
12.1	18.7	15.2	15.3	0	81	82
12.2	20.3	15.4	14.7	0	78	81
10.8	19.4	14.6	14.3	0	76	79
10.1	19.2	14.3	13.9	0	77	80
9.6	19.9	14.9	14.7	0	74	78
10.0	19.2	14.5	14.3	0	75	78
9.9	19.5	14.3	14.2	1	74	75
8.4	20.9	14.7	14.4	0	74	76
7.9	22.9	15.2	15.3	1	76	78
8.6	23.5	16.0	15.7	0	73	76
9.2	23.9	16.4	16.1	0	72	74
9.3	23.2	16.2	15.8	0	71	75
9.2	23.6	16.3	16.0	0	72	75
9.3	23.2	15.9	15.7	0	73	75
11.5	22.9	17.1	17.5	0	74	75
11.4	23.2	17.6	17.6	0	75	78
11.5	21.9	16.9	17.1	0	77	79
10.9	23.4	17.1	17.1	1	73	76
10.5	21.7	15.9	15.6	0	73	74
9.4	21.0	15.0	14.7	0	70	73
9.2	21.2	14.8	14.4	0	76	80
9.3	21.2	15.3	15.4	0	72	75
8.8	23.3	15.8	15.9	1	74	77
9.8	23.4	16.8	16.9	1	75	77
11.7	23.2	17.2	17.3	0	74	75
11.7	22.3	17.2	17.3	0	76	77
11.2	22.7	16.8	16.5	0	74	76
10.2	23.3	16.4	16.2	0	75	76
11.2	22.6	16.9	16.9	1	74	74
9.9	22.1	15.1	14.6	1	71	74
9.5	21.1	15.0	15.1	0	71	72
10.1	22.3	15.9	15.8	0	69	71
9.3	22.3	15.9	15.8	0	68	69
7.7	21.8	14.4	14.1	0	67	65
6.3	21.7	14.4	14.4	0	63	66
7.6	22.0	14.5	14.3	0	61	63
7.4	23.3	15.1	14.9	0	60	63
7.7	24.9	16.1	16.2	0	62	61
8.7	25.8	17.5	17.5	0	63	64
10.7	24.8	17.6	17.8	0	63	63
11.4	23.4	16.9	16.6	0	59	59
10.9	24.2	17.0	16.9	0	65	67
10.9	25.2	17.8	17.2	0	64	66
10.5	26.2	18.4	18.7	0	62	60
10.9	25.1	17.9	17.7	1	64	64
11.7	22.1	16.4	16.3	0	65	66
10.3	24.3	17.5	17.3	0	64	65
12.1	25.2	18.5	18.3	0	63	64
11.0	24.9	18.4	18.6	0	64	64
12.2	25.8	18.8	18.9	0	59	58
12.1	24.5	17.9	17.8	1	59	59
10.0	26.5	17.9	17.9	0	63	63
10.8	26.3	18.5	18.5	0	61	61
10.8	26.3	19.0	19.1	0	58	60
11.6	24.5	17.7	17.4	0	57	57
9.4	26.0	17.5	17.6	0	60	60
9.5	28.9	19.4	19.6	0	59	57
11.6	29.7	20.6	21.0	0	55	54
12.9	29.6	21.3	21.1	0	52	51
12.2	27.6	19.6	19.3	0	51	52
11.5	27.0	18.7	18.4	0	56	56
11.3	25.6	18.7	18.4	0	57	57
11.0	26.8	19.0	19.2	0	57	56
12.3	28.7	20.1	19.9	0	56	54
12.4	25.8	19.5	20.0	0	53	51
10.8	25.7	17.7	17.8	0	58	56
10.0	24.1	17.2	17.4	0	55	53
9.9	24.3	17.7	17.8	0	54	53
9.7	26.3	18.4	18.6	0	54	54
9.3	28.9	19.9	20.5	0	52	51
10.3	30.4	20.4	20.8	0	51	49
12.6	29.2	21.0	21.8	0	51	48
13.3	29.7	21.6	21.4	0	50	48
12.5	31.0	21.6	21.4	0	53	53
13.3	32.4	22.6	22.5	0	53	52
14.6	31.6	22.9	23.0	2	54	53
15.6	29.4	22.1	21.6	0	55	54
14.9	28.3	21.2	21.2	1	56	57
14.7	27.5	20.9	21.3	0	58	56
14.2	28.9	21.4	21.0	0	54	54
13.4	27.7	20.0	20.1	0	55	55
13.9	28.2	21.0	20.7	0	54	55
13.2	28.8	20.6	21.1	0	51	49
14.1	28.3	21.2	21.7	0	52	50
14.4	29.4	21.8	22.0	0	52	51
14.9	30.3	22.1	22.1	3	54	53
14.7	29.3	22.0	22.2	0	60	60
15.9	30.6	23.4	23.4	0	54	51
17.3	29.8	23.3	23.7	0	50	48
15.7	26.9	21.0	21.2	0	53	52
13.9	26.9	20.5	20.2	0	56	57
13.2	27.3	20.2	20.2	0	55	54
13.8	30.3	22.1	22.4	0	51	49
14.3	32.3	23.6	24.5	0	49	45
14.9	30.9	23.2	23.9	0	47	41
15.4	28.4	21.8	22.2	0	46	45
13.6	29.0	21.3	21.0	0	50	50
13.2	30.0	21.7	22.2	2	48	47
15.3	29.3	22.2	22.4	0	51	49
14.7	27.2	21.1	21.2	0	54	52
14.1	29.1	21.5	21.6	0	55	55
15.4	31.8	23.5	24.1	1	50	48
16.8	30.9	22.9	23.0	1	56	54
16.5	30.7	23.8	24.3	0	57	55
17.5	31.5	24.9	25.5	2	56	54
17.7	29.8	23.6	23.8	1	62	62
18.2	31.2	25.0	25.5	2	62	61
19.4	32.2	25.2	25.5	0	59	58
19.2	30.9	25.1	25.0	2	58	57
17.7	30.6	24.0	24.2	0	62	59
17.9	30.1	24.0	24.5	0	61	60
18.1	30.3	24.2	24.5	0	58	55
17.6	32.5	24.7	24.9	1	57	56
18.4	29.9	24.3	24.5	1	60	58
17.7	28.7	23.4	23.7	1	63	62
17.9	30.6	24.2	24.6	1	62	62
19.1	31.3	25.2	25.5	2	61	60
19.7	32.1	25.5	25.4	0	59	59
18.6	32.9	25.9	26.4	8	57	56
19.8	31.4	25.3	25.6	3	61	60
20.2	33.9	26.9	26.7	1	60	60
20.6	33.4	26.6	26.9	0	62	61
20.4	34.3	27.4	27.5	3	60	59
19.8	33.1	26.3	26.8	2	58	58
19.3	33.2	26.0	25.6	2	60	60
20.0	32.0	25.4	25.7	4	61	60
19.4	29.8	24.0	24.3	0	63	59
18.6	31.0	25.1	25.1	0	59	59
19.9	34.3	27.3	28.5	0	57	52
21.6	36.8	29.3	29.9	0	54	51
21.6	34.8	27.9	27.9	2	59	58
21.6	35.7	28.5	28.7	0	58	57
20.8	33.0	26.9	27.2	0	57	56
20.7	33.2	26.9	27.2	2	57	55
19.1	32.8	26.4	26.9	6	61	60
18.4	31.8	24.6	24.8	1	67	66
19.7	33.1	26.1	26.3	0	60	61
20.0	33.5	26.7	26.5	10	58	60
20.1	32.4	25.8	26.0	3	60	59
18.9	34.3	26.9	27.5	1	59	57
20.5	34.1	27.1	27.2	1	57	57
20.1	36.0	28.4	29.1	0	53	52
19.1	37.9	30.1	30.4	0	53	50
21.5	35.4	27.4	27.5	1	62	60
19.7	30.0	25.0	25.3	1	67	65
18.7	30.4	24.6	24.5	2	70	70
19.3	31.5	25.7	26.3	3	66	63
19.9	34.0	27.2	27.5	8	61	60
19.0	33.1	25.8	25.9	12	64	61
19.2	32.3	25.7	25.8	0	61	61
19.8	32.8	26.1	26.1	2	59	58
20.2	34.3	27.4	28.0	2	60	58
20.7	34.4	27.1	27.0	15	65	65
20.2	31.4	25.6	25.7	7	67	67
20.9	31.2	25.9	26.0	0	67	67
20.4	33.7	27.1	27.4	1	62	61
20.6	35.5	28.3	29.0	0	59	56
20.3	33.6	27.2	27.5	2	64	63
20.5	32.3	26.9	27.4	11	65	63
20.7	30.7	25.3	25.5	2	74	75
21.5	32.1	26.7	26.8	1	73	74
22.3	33.9	28.1	28.4	1	71	71
22.3	34.5	28.4	28.7	4	70	70
21.7	33.5	25.9	25.5	4	71	72
20.8	31.3	25.8	25.8	14	70	70
22.0	32.7	27.0	27.2	3	68	68
20.7	33.3	26.3	26.1	1	69	67
20.7	32.9	26.5	26.3	3	66	66
20.9	34.7	27.3	27.4	2	67	67
20.7	33.7	26.7	26.9	15	72	71
20.9	31.7	25.9	26.1	14	72	71
21.1	31.9	26.3	26.4	0	70	69
21.8	33.8	27.5	27.5	25	70	71
21.9	33.2	27.1	27.3	5	73	73
21.1	32.3	26.1	26.0	18	76	76
21.0	30.9	25.1	25.2	4	76	77
21.5	30.4	25.7	25.7	5	74	73
20.6	32.4	26.0	26.2	8	74	74
20.6	32.7	26.9	27.1	1	72	73
21.3	33.7	27.0	26.8	8	72	73
21.3	31.3	26.1	26.1	5	74	75
21.3	32.7	26.5	26.5	14	73	75
20.9	34.3	27.5	27.6	0	69	70
21.7	34.4	28.1	28.0	9	68	70
21.1	34.0	27.5	27.5	2	68	69
21.5	33.0	27.3	27.8	5	69	68
21.8	34.6	27.6	27.4	7	70	70
21.1	35.4	27.9	28.0	6	68	70
20.1	33.5	26.7	26.4	3	72	74
21.8	33.6	27.5	27.8	1	68	68
22.1	34.0	27.9	28.0	1	68	68
22.1	33.5	27.7	27.9	5	70	69
22.8	33.1	27.3	27.4	7	74	74
21.8	33.2	27.3	26.9	20	75	76
21.5	33.7	27.1	27.2	6	73	74
21.8	33.9	27.6	27.6	3	72	70
22.1	33.4	27.5	27.5	16	71	71
21.4	33.1	26.4	26.3	5	74	74
21.8	33.1	27.2	27.6	2	70	69
21.8	34.1	27.6	27.7	6	69	70
21.2	33.1	27.1	27.1	4	72	73
21.6	34.4	27.6	27.5	15	74	76
22.4	33.3	27.2	27.2	8	76	76
22.0	32.3	26.8	26.9	4	76	77
22.3	33.6	27.6	27.8	19	75	76
20.7	32.1	25.7	25.5	6	79	82
21.4	31.3	26.2	26.4	4	76	77
21.9	33.1	27.3	27.6	1	72	73
22.0	33.9	28.0	28.4	3	71	70
22.1	33.7	27.3	27.3	6	73	73
22.0	34.3	28.0	28.1	20	72	73
21.2	31.7	25.8	25.7	6	79	80
21.6	31.5	25.9	26.1	12	78	78
21.8	31.7	26.5	26.7	10	76	76
20.6	31.6	25.7	26.1	4	76	77
20.7	31.2	26.0	26.3	0	74	73
21.9	32.3	26.9	27.1	4	72	73
21.6	32.6	26.9	26.9	10	74	76
20.9	33.1	27.0	27.0	12	72	72
20.1	31.5	25.6	25.4	8	77	80
20.7	32.2	26.4	26.8	2	73	74
21.8	32.7	27.3	27.7	8	73	75
22.0	31.7	26.9	27.0	10	76	75
21.8	30.0	25.4	25.3	2	81	81
21.8	32.1	26.7	26.9	5	76	78
22.2	33.2	27.2	27.0	7	76	77
22.2	32.6	26.7	26.5	13	76	76
21.2	32.0	26.4	26.2	7	77	79
22.3	32.1	26.9	27.0	5	76	75
22.0	33.0	27.5	27.9	1	75	75
22.4	32.3	27.7	28.1	13	74	74
22.1	32.4	27.0	27.4	8	78	77
22.0	32.3	27.0	27.1	9	75	76
21.3	30.6	25.5	25.5	7	82	83
22.1	31.7	26.1	25.6	8	79	81
21.4	31.4	26.0	25.7	15	78	80
21.5	30.7	25.9	25.7	1	78	79
21.3	32.1	26.4	26.3	7	76	77
21.6	32.5	26.8	27.2	3	75	74
22.0	31.7	26.4	26.4	0	77	80
21.7	33.0	27.6	27.8	13	73	74
21.9	32.8	27.2	27.2	0	77	78
21.6	33.5	28.2	28.4	1	73	71
21.4	33.2	26.4	26.2	18	76	76
20.8	30.2	25.2	24.9	5	78	80
20.9	29.9	25.0	25.1	12	80	79
21.1	30.3	25.4	25.3	9	79	80
21.2	29.1	24.3	24.1	15	82	84
21.3	30.2	25.2	25.2	4	80	81
21.5	30.8	25.8	25.7	5	80	82
20.8	29.2	24.6	24.4	5	81	82
20.1	28.9	24.3	24.3	0	78	80
20.0	30.4	25.1	25.0	2	77	78
20.1	31.8	26.1	26.6	7	76	77
21.3	30.4	25.6	26.0	3	76	75
19.5	30.5	25.6	25.6	1	77	77
20.5	30.3	24.9	25.1	2	76	77
21.1	30.2	24.8	24.2	4	79	82
20.2	30.2	25.0	24.8	2	78	81
21.0	29.9	25.1	25.1	3	78	78
21.1	29.7	24.9	24.7	9	80	81
21.4	30.0	25.1	24.8	11	81	84
21.3	30.4	25.5	25.4	2	79	80
20.9	30.2	25.0	24.7	10	80	82
20.2	28.4	24.1	24.0	2	83	84
20.2	30.6	25.0	25.1	4	79	82
19.4	29.0	23.5	23.3	4	80	82
19.5	27.8	23.6	23.8	3	80	80
19.5	28.8	24.0	23.9	3	78	81
19.2	27.7	23.0	23.0	2	81	83
19.6	28.8	23.9	23.9	1	79	82
19.4	28.0	23.4	23.5	3	81	84
19.2	28.2	23.7	23.7	1	78	79
19.4	29.8	24.4	24.0	0	77	81
19.2	31.4	25.5	25.6	3	75	74
19.5	29.5	23.7	24.2	3	80	79
19.5	27.2	23.1	23.0	3	81	83
19.1	26.4	22.4	22.6	3	82	82
19.8	26.8	23.0	22.6	5	84	87
19.3	26.2	22.5	22.5	1	85	88
19.3	27.2	23.0	22.9	2	83	85
18.8	27.5	23.2	23.2	5	81	82
18.2	27.8	22.6	22.6	4	81	84
19.2	28.6	23.8	24.0	2	80	81
19.5	29.5	24.4	24.6	15	80	83
20.5	28.3	24.0	23.6	5	82	85
20.1	28.3	23.8	23.6	2	83	84
19.9	27.4	23.2	23.2	0	82	84
19.5	28.5	23.9	24.1	2	80	81
19.3	29.2	24.0	23.9	0	79	79
19.2	28.6	23.8	23.9	0	79	81
19.7	27.5	23.6	23.6	3	83	85
19.9	27.2	23.4	23.3	3	83	83
18.6	26.9	22.2	22.4	3	82	85
18.8	26.7	22.6	22.7	1	81	81
19.3	27.4	23.0	22.7	3	82	83
18.8	27.1	22.8	23.0	8	82	82
18.4	25.8	22.0	21.9	4	83	83
17.9	25.5	21.3	21.3	1	82	83
16.3	25.0	20.2	19.9	1	82	84
16.2	25.9	20.8	20.7	0	80	84
17.6	27.3	22.1	22.2	0	79	81
18.0	27.0	22.4	22.5	0	81	83
18.3	27.3	22.7	22.5	0	82	84
17.6	28.0	22.4	22.3	1	81	83
17.1	27.2	21.9	21.8	2	83	85
17.0	26.5	21.8	21.7	1	81	82
17.4	26.3	21.5	21.3	0	80	82
17.6	26.2	21.7	21.4	1	82	84
17.5	25.1	20.8	20.7	3	85	87
16.8	25.6	21.1	20.8	3	83	84
16.5	25.2	20.9	21.0	0	83	85
16.6	25.7	20.8	20.7	1	81	83
16.4	23.7	20.0	20.0	1	79	81
14.9	23.7	18.2	17.6	0	80	84
14.2	24.3	19.0	19.3	0	76	79
15.0	24.6	19.2	19.1	0	76	78
14.5	24.3	19.5	19.8	1	78	80
15.6	25.5	20.3	20.3	0	78	81
15.3	26.7	20.7	20.7	0	76	79
15.4	26.8	21.0	20.9	0	77	79
13.9	26.3	20.9	21.0	1	80	83
15.9	26.4	20.6	20.4	1	80	82
16.6	23.9	19.9	19.7	0	81	82
16.7	25.3	20.7	20.4	0	79	82
16.1	24.9	20.4	20.3	2	80	82
16.6	23.4	19.7	19.7	0	82	83
16.6	21.4	18.8	18.7	1	84	85
15.2	23.0	18.7	18.5	3	83	85
14.5	23.3	18.4	18.5	1	79	81
14.4	22.7	18.3	18.0	0	80	83
13.9	22.9	18.3	18.0	0	80	84
15.1	23.6	18.9	18.9	0	79	81
14.0	23.6	18.8	18.8	0	76	77
13.7	24.0	18.9	18.8	0	79	80
13.7	24.4	19.2	19.4	0	79	80
14.0	23.9	18.8	18.8	0	80	82
13.6	22.0	18.0	17.8	0	80	81
13.2	21.1	17.2	17.1	0	82	85
12.6	21.0	16.9	16.9	0	78	79
11.3	21.2	16.3	16.2	2	78	81
11.0	21.5	15.8	16.0	1	83	86
12.7	22.2	17.3	17.1	0	81	83
12.4	20.8	16.9	16.7	1	81	82
12.8	18.5	15.1	14.9	0	81	82
11.7	19.2	14.9	14.5	0	79	83
11.4	20.2	15.6	15.5	0	79	81
11.3	22.3	16.3	15.9	0	79	83
11.2	19.9	16.4	16.3	0	78	81
10.8	20.7	15.6	15.7	0	78	81
10.6	21.2	16.0	16.0	0	77	79
11.6	20.6	15.9	15.9	0	78	80
12.0	22.0	16.7	16.5	0	75	78
12.5	21.1	16.4	16.1	1	77	79
11.4	21.7	16.4	16.0	1	79	82
10.9	22.6	16.2	16.1	0	79	82
12.4	21.8	17.1	17.2	0	79	81
13.2	24.0	18.0	18.0	0	79	81
12.0	22.7	17.5	17.4	0	76	77
11.4	22.0	16.5	16.3	4	75	79
11.2	22.4	17.0	16.8	0	79	83
12.0	20.2	15.3	15.0	0	79	80
9.9	20.2	14.8	14.5	1	81	84
9.7	20.0	15.1	15.5	0	83	86
11.6	21.3	16.4	16.7	0	80	82
12.1	18.7	15.2	15.3	0	81	82
12.2	20.3	15.4	14.7	0	78	81
10.8	19.4	14.6	14.3	0	76	79
10.1	19.2	14.3	13.9	0	77	80
9.6	19.9	14.9	14.7	0	74	78
10.0	19.2	14.5	14.3	0	75	78
9.9	19.5	14.3	14.2	1	74	75
8.4	20.9	14.7	14.4	0	74	76
7.9	22.9	15.2	15.3	1	76	78
8.6	23.5	16.0	15.7	0	73	76
9.2	23.9	16.4	16.1	0	72	74
9.3	23.2	16.2	15.8	0	71	75
9.2	23.6	16.3	16.0	0	72	75
9.3	23.2	15.9	15.7	0	73	75
11.5	22.9	17.1	17.5	0	74	75
11.4	23.2	17.6	17.6	0	75	78
11.5	21.9	16.9	17.1	0	77	79
10.9	23.4	17.1	17.1	1	73	76
10.5	21.7	15.9	15.6	0	73	74
9.4	21.0	15.0	14.7	0	70	73
9.2	21.2	14.8	14.4	0	76	80
9.3	21.2	15.3	15.4	0	72	75
8.8	23.3	15.8	15.9	1	74	77
9.8	23.4	16.8	16.9	1	75	77
11.7	23.2	17.2	17.3	0	74	75
11.7	22.3	17.2	17.3	0	76	77
11.2	22.7	16.8	16.5	0	74	76
10.2	23.3	16.4	16.2	0	75	76
11.2	22.6	16.9	16.9	1	74	74
9.9	22.1	15.1	14.6	1	71	74
9.5	21.1	15.0	15.1	0	71	72
10.1	22.3	15.9	15.8	0	69	71
9.3	22.3	15.9	15.8	0	68	69
7.7	21.8	14.4	14.1	0	67	65
6.3	21.7	14.4	14.4	0	63	66
7.6	22.0	14.5	14.3	0	61	63
7.4	23.3	15.1	14.9	0	60	63
7.7	24.9	16.1	16.2	0	62	61
8.7	25.8	17.5	17.5	0	63	64
10.7	24.8	17.6	17.8	0	63	63
11.4	23.4	16.9	16.6	0	59	59
10.9	24.2	17.0	16.9	0	65	67
10.9	25.2	17.8	17.2	0	64	66
10.5	26.2	18.4	18.7	0	62	60
10.9	25.1	17.9	17.7	1	64	64
11.7	22.1	16.4	16.3	0	65	66
10.3	24.3	17.5	17.3	0	64	65
12.1	25.2	18.5	18.3	0	63	64
11.0	24.9	18.4	18.6	0	64	64
12.2	25.8	18.8	18.9	0	59	58
12.1	24.5	17.9	17.8	1	59	59
10.0	26.5	17.9	17.9	0	63	63
10.8	26.3	18.5	18.5	0	61	61
10.8	26.3	19.0	19.1	0	58	60
11.6	24.5	17.7	17.4	0	57	57
9.4	26.0	17.5	17.6	0	60	60
9.5	28.9	19.4	19.6	0	59	57
11.6	29.7	20.6	21.0	0	55	54
12.9	29.6	21.3	21.1	0	52	51
12.2	27.6	19.6	19.3	0	51	52
11.5	27.0	18.7	18.4	0	56	56
11.3	25.6	18.7	18.4	0	57	57
11.0	26.8	19.0	19.2	0	57	56
12.3	28.7	20.1	19.9	0	56	54
12.4	25.8	19.5	20.0	0	53	51
10.8	25.7	17.7	17.8	0	58	56
10.0	24.1	17.2	17.4	0	55	53
9.9	24.3	17.7	17.8	0	54	53
9.7	26.3	18.4	18.6	0	54	54
9.3	28.9	19.9	20.5	0	52	51
10.3	30.4	20.4	20.8	0	51	49
12.6	29.2	21.0	21.8	0	51	48
13.3	29.7	21.6	21.4	0	50	48
12.5	31.0	21.6	21.4	0	53	53
13.3	32.4	22.6	22.5	0	53	52
14.6	31.6	22.9	23.0	2	54	53
15.6	29.4	22.1	21.6	0	55	54
14.9	28.3	21.2	21.2	1	56	57
14.7	27.5	20.9	21.3	0	58	56
14.2	28.9	21.4	21.0	0	54	54
13.4	27.7	20.0	20.1	0	55	55
13.9	28.2	21.0	20.7	0	54	55
13.2	28.8	20.6	21.1	0	51	49
14.1	28.3	21.2	21.7	0	52	50
14.4	29.4	21.8	22.0	0	52	51
14.9	30.3	22.1	22.1	3	54	53
14.7	29.3	22.0	22.2	0	60	60
15.9	30.6	23.4	23.4	0	54	51
17.3	29.8	23.3	23.7	0	50	48
15.7	26.9	21.0	21.2	0	53	52
13.9	26.9	20.5	20.2	0	56	57
13.2	27.3	20.2	20.2	0	55	54
13.8	30.3	22.1	22.4	0	51	49
14.3	32.3	23.6	24.5	0	49	45
14.9	30.9	23.2	23.9	0	47	41
15.4	28.4	21.8	22.2	0	46	45
13.6	29.0	21.3	21.0	0	50	50
13.2	30.0	21.7	22.2	2	48	47
15.3	29.3	22.2	22.4	0	51	49
14.7	27.2	21.1	21.2	0	54	52
14.1	29.1	21.5	21.6	0	55	55
15.4	31.8	23.5	24.1	1	50	48
16.8	30.9	22.9	23.0	1	56	54
16.5	30.7	23.8	24.3	0	57	55
17.5	31.5	24.9	25.5	2	56	54
17.7	29.8	23.6	23.8	1	62	62
18.2	31.2	25.0	25.5	2	62	61
19.4	32.2	25.2	25.5	0	59	58
19.2	30.9	25.1	25.0	2	58	57
17.7	30.6	24.0	24.2	0	62	59
17.9	30.1	24.0	24.5	0	61	60
18.1	30.3	24.2	24.5	0	58	55
17.6	32.5	24.7	24.9	1	57	56
18.4	29.9	24.3	24.5	1	60	58
17.7	28.7	23.4	23.7	1	63	62
17.9	30.6	24.2	24.6	1	62	62
19.1	31.3	25.2	25.5	2	61	60
19.7	32.1	25.5	25.4	0	59	59
18.6	32.9	25.9	26.4	8	57	56
19.8	31.4	25.3	25.6	3	61	60
20.2	33.9	26.9	26.7	1	60	60
20.6	33.4	26.6	26.9	0	62	61
20.4	34.3	27.4	27.5	3	60	59
19.8	33.1	26.3	26.8	2	58	58
19.3	33.2	26.0	25.6	2	60	60
20.0	32.0	25.4	25.7	4	61	60
19.4	29.8	24.0	24.3	0	63	59
18.6	31.0	25.1	25.1	0	59	59
19.9	34.3	27.3	28.5	0	57	52
21.6	36.8	29.3	29.9	0	54	51
21.6	34.8	27.9	27.9	2	59	58
21.6	35.7	28.5	28.7	0	58	57
20.8	33.0	26.9	27.2	0	57	56
20.7	33.2	26.9	27.2	2	57	55
19.1	32.8	26.4	26.9	6	61	60
18.4	31.8	24.6	24.8	1	67	66
19.7	33.1	26.1	26.3	0	60	61
20.0	33.5	26.7	26.5	10	58	60
20.1	32.4	25.8	26.0	3	60	59
18.9	34.3	26.9	27.5	1	59	57
20.5	34.1	27.1	27.2	1	57	57
20.1	36.0	28.4	29.1	0	53	52
19.1	37.9	30.1	30.4	0	53	50
21.5	35.4	27.4	27.5	1	62	60
19.7	30.0	25.0	25.3	1	67	65
18.7	30.4	24.6	24.5	2	70	70
19.3	31.5	25.7	26.3	3	66	63
19.9	34.0	27.2	27.5	8	61	60
19.0	33.1	25.8	25.9	12	64	61
19.2	32.3	25.7	25.8	0	61	61
19.8	32.8	26.1	26.1	2	59	58
20.2	34.3	27.4	28.0	2	60	58
20.7	34.4	27.1	27.0	15	65	65
20.2	31.4	25.6	25.7	7	67	67
20.9	31.2	25.9	26.0	0	67	67
20.4	33.7	27.1	27.4	1	62	61
20.6	35.5	28.3	29.0	0	59	56
20.3	33.6	27.2	27.5	2	64	63
20.5	32.3	26.9	27.4	11	65	63
20.7	30.7	25.3	25.5	2	74	75
21.5	32.1	26.7	26.8	1	73	74
22.3	33.9	28.1	28.4	1	71	71
22.3	34.5	28.4	28.7	4	70	70
21.7	33.5	25.9	25.5	4	71	72
20.8	31.3	25.8	25.8	14	70	70
22.0	32.7	27.0	27.2	3	68	68
20.7	33.3	26.3	26.1	1	69	67
20.7	32.9	26.5	26.3	3	66	66
20.9	34.7	27.3	27.4	2	67	67
20.7	33.7	26.7	26.9	15	72	71
20.9	31.7	25.9	26.1	14	72	71
21.1	31.9	26.3	26.4	0	70	69
21.8	33.8	27.5	27.5	25	70	71
21.9	33.2	27.1	27.3	5	73	73
21.1	32.3	26.1	26.0	18	76	76
21.0	30.9	25.1	25.2	4	76	77
21.5	30.4	25.7	25.7	5	74	73
20.6	32.4	26.0	26.2	8	74	74
20.6	32.7	26.9	27.1	1	72	73
21.3	33.7	27.0	26.8	8	72	73
21.3	31.3	26.1	26.1	5	74	75
21.3	32.7	26.5	26.5	14	73	75
20.9	34.3	27.5	27.6	0	69	70
21.7	34.4	28.1	28.0	9	68	70
21.1	34.0	27.5	27.5	2	68	69
21.5	33.0	27.3	27.8	5	69	68
21.8	34.6	27.6	27.4	7	70	70
21.1	35.4	27.9	28.0	6	68	70
20.1	33.5	26.7	26.4	3	72	74
